,DRR022925,DRR237582,ERR232406,ERR232408,ERR232409,ERR232411,ERR232412,ERR232413,ERR232414,ERR232417,ERR232418,ERR232420,ERR232421,ERR232422,ERR232429,ERR232430,ERR232431,ERR232432,ERR232437,ERR232438,ERR232440,ERR232441,ERR769510.1,SRR12894196,SRR2954803.1,SRR4002443.1,SRR5676587.1,SRR617720.1,SRR617722.1,SRR617734.1,SRR617745.1,SRR6434917.1,SRR7418924.1,SRR7418926.1,SRR7418928.1,SRR7418930.1,SRR7418934.1,SRR7418935.1,SRR7418936.1,SRR7418938.1,SRR7418939.1,SRR7418941.1,SRR7418942.1,SRR7418944.1,SRR7418947.1,SRR7418949.1,SRR8759697.1,SRR9067511.1
Afu2g04120,93.8,93.8,98.5,94.4,94.4,100.0,94.4,93.8,94.4,94.4,94.4,94.4,98.9,93.8,98.9,94.4,94.4,93.8,94.1,100.0,100.0,98.9,93.8,94.4,93.3,94.4,94.4,94.4,98.9,93.3,94.4,93.8,93.3,93.3,93.3,93.3,94.4,98.2,94.4,93.5,93.8,100.0,94.4,100.0,94.1,93.8,94.4,94.4
Afu2g04130,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04140,99.5,99.5,100.0,99.8,99.4,99.6,99.5,99.5,99.8,99.5,99.8,99.8,99.7,99.5,99.7,99.8,99.8,99.5,99.7,99.7,99.6,99.7,99.4,99.5,96.8,99.8,99.4,99.5,99.7,96.8,99.5,99.4,96.8,96.8,96.8,96.8,99.5,99.7,99.5,99.5,99.5,99.8,99.8,99.4,99.6,99.5,99.8,94.9
Afu2g04150,99.5,95.6,95.9,95.6,99.6,95.8,99.6,95.7,99.6,99.6,95.6,99.6,99.6,95.7,95.7,95.6,95.6,99.6,99.5,99.8,95.8,99.8,95.7,95.7,97.0,95.7,99.6,99.6,99.6,96.9,99.6,99.6,97.0,97.0,97.0,96.9,95.7,99.8,99.6,99.6,95.7,95.9,95.7,95.7,99.6,95.7,95.6,99.3
Afu2g04170,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu2g04190,93.5,93.5,93.7,93.3,93.5,93.5,99.6,99.7,93.4,99.6,93.3,93.3,93.4,99.7,93.5,93.3,93.3,93.5,93.5,93.5,93.5,93.3,93.5,99.7,89.2,93.3,93.5,89.6,93.4,89.2,93.5,93.5,89.2,89.2,98.7,98.7,99.6,93.5,93.5,93.5,99.6,93.7,93.4,93.5,93.5,99.7,93.3,93.4
Afu2g04200,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04210,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,99.2,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04220,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,99.8,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04230,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,99.5,99.5,99.5,100.0,100.0,99.5,100.0,100.0,100.0,100.0,99.5,100.0,100.0,99.5,99.3,99.5,99.5,100.0,99.5,100.0,100.0,100.0,100.0,99.8,100.0,99.8,100.0,100.0,100.0
Afu2g04240,100.0,99.6,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04262,93.8,93.8,93.8,93.8,93.6,93.3,99.6,93.8,99.6,93.8,93.8,93.8,99.1,93.8,99.1,93.8,99.6,99.4,99.9,93.3,93.3,99.1,93.6,99.6,93.3,93.8,99.4,93.8,99.1,93.3,93.8,93.6,94.8,93.3,99.1,93.3,99.6,99.1,99.4,93.8,93.8,93.8,99.6,93.6,100.0,93.8,93.8,99.4
Afu2g04270,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3
Afu2g04280,99.8,100.0,100.0,100.0,100.0,99.6,97.7,100.0,100.0,100.0,100.0,100.0,99.6,99.8,99.6,100.0,100.0,99.8,99.7,99.6,99.6,99.6,100.0,99.8,99.1,100.0,100.0,100.0,99.6,99.1,100.0,100.0,99.1,99.1,98.7,99.1,99.8,99.6,100.0,99.8,99.8,100.0,100.0,99.8,99.3,99.8,100.0,99.6
Afu2g04290,99.6,99.4,100.0,99.6,99.6,99.6,99.3,99.4,99.6,99.6,99.6,99.6,99.6,97.8,98.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,97.8,99.6,99.6,98.0,99.6,99.6,99.6,97.6,99.6,99.6,99.6,99.6,99.6,99.3,99.6,99.6,99.6,99.4,100.0,99.6,99.4,99.4,99.4,99.6,99.6
Afu2g04300,99.8,99.8,100.0,99.8,99.8,99.8,99.4,99.8,99.8,99.4,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.3,99.8,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.5,99.5,99.5,99.5,99.8,99.8,99.8,99.8,99.8,100.0,99.8,99.0,99.5,99.8,99.8,99.5
Afu2g04310,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.2,100.0,100.0,100.0,99.8,94.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.9,100.0,100.0,100.0,94.2,100.0,100.0,100.0,95.9,100.0,100.0,95.2
Afu2g04320,100.0,97.6,100.0,97.6,97.9,97.9,97.6,97.6,97.6,99.6,97.6,97.6,97.9,97.6,100.0,97.6,97.6,97.9,97.6,99.8,99.8,97.9,97.9,99.8,97.4,97.6,97.9,97.6,97.9,97.4,100.0,97.9,97.1,97.4,97.1,99.5,99.8,97.9,100.0,100.0,97.6,100.0,97.9,100.0,100.0,97.6,97.6,97.9
Afu2g04330,99.8,99.8,99.8,99.8,99.8,99.5,100.0,99.8,99.8,100.0,99.8,99.8,99.5,99.8,99.5,99.8,99.8,99.5,99.8,99.5,99.3,99.5,99.8,99.8,99.8,99.8,99.8,99.8,99.5,99.8,99.5,99.8,99.8,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.8,100.0,99.5,99.5,99.5,99.8,99.8,99.5
Afu2g04350,99.2,99.5,100.0,99.5,99.5,99.7,99.5,99.2,99.5,99.4,99.5,99.5,99.7,99.2,99.7,99.5,99.5,99.5,99.2,99.7,99.7,99.7,99.5,99.2,99.5,99.5,99.5,99.5,99.7,99.5,99.2,99.5,99.2,99.2,99.5,99.5,99.2,99.7,99.5,99.5,99.2,100.0,99.7,99.2,99.2,99.2,99.5,99.7
Afu2g04360,100.0,100.0,100.0,100.0,100.0,99.9,99.9,100.0,99.9,100.0,100.0,100.0,99.9,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,100.0,100.0,99.9,99.2,100.0,100.0,99.2,99.1,99.2,99.2,100.0,99.9,100.0,100.0,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0
Afu2g04380,99.5,99.6,100.0,100.0,99.7,100.0,0.0,99.7,100.0,0.0,100.0,100.0,99.3,99.7,100.0,100.0,100.0,99.7,99.3,100.0,100.0,100.0,99.7,99.7,100.0,100.0,99.7,100.0,99.3,100.0,99.7,99.6,100.0,100.0,100.0,100.0,99.7,100.0,99.7,100.0,99.7,100.0,100.0,99.7,99.7,99.7,100.0,100.0
Afu2g04390,97.3,97.3,100.0,99.9,97.3,97.3,94.4,97.2,99.9,100.0,99.9,99.9,97.1,97.3,97.3,99.9,99.9,97.3,96.8,97.3,97.3,97.3,97.3,97.3,96.8,99.9,97.3,97.4,97.1,96.9,97.3,97.3,96.7,96.9,96.9,96.9,97.3,97.3,97.3,97.3,97.3,99.9,97.4,97.2,97.2,97.3,99.9,97.2
Afu2g04400,100.0,98.3,100.0,97.9,97.9,94.2,100.0,98.3,97.9,100.0,97.9,97.9,94.6,98.3,94.2,97.9,97.9,100.0,97.7,94.2,94.2,94.2,97.9,98.3,87.2,97.9,97.9,97.9,94.6,87.1,98.3,97.9,87.2,91.1,92.0,87.1,98.3,94.2,97.9,99.5,98.3,100.0,98.3,94.2,94.0,98.3,97.9,94.2
Afu2g04420,99.9,99.7,100.0,99.7,99.7,99.7,99.5,99.9,99.7,99.2,99.7,99.6,99.7,99.9,99.7,99.7,99.7,99.9,99.7,99.7,99.5,99.7,99.7,99.9,92.0,100.0,99.7,99.9,99.7,90.8,99.9,99.9,90.7,90.8,91.8,91.1,99.9,99.7,99.9,99.9,99.9,100.0,99.5,99.7,99.7,99.9,99.7,100.0
Afu2g04430,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,99.9,99.9,100.0,100.0,100.0,100.0,99.9,100.0,99.9,100.0,99.9,100.0,100.0,99.6,100.0,100.0,100.0,99.9,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,99.9,100.0,100.0,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0
Afu2g04440,99.8,99.5,100.0,99.8,99.8,99.8,99.7,99.8,99.8,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.3,99.8,99.8,99.8,99.8,99.8,97.3,98.2,99.8,99.5,99.8,97.5,99.8,99.8,97.3,96.9,96.8,97.5,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.5,99.8
Afu2g04450,100.0,100.0,100.0,96.8,100.0,99.7,100.0,96.8,96.8,99.9,96.8,99.9,99.9,96.8,99.7,96.8,100.0,100.0,99.9,99.8,99.7,99.8,96.8,100.0,96.3,96.8,100.0,100.0,99.9,96.3,100.0,100.0,96.3,96.3,99.5,99.5,100.0,99.8,99.9,99.9,96.8,100.0,100.0,99.8,99.8,100.0,100.0,99.9
Afu2g04460,100.0,97.5,97.5,100.0,97.5,97.5,100.0,100.0,99.6,100.0,100.0,100.0,99.3,100.0,100.0,100.0,100.0,100.0,100.0,97.5,100.0,100.0,100.0,100.0,99.6,100.0,97.5,97.5,96.7,99.6,100.0,100.0,99.6,99.6,99.6,97.1,100.0,97.5,97.5,97.5,100.0,100.0,100.0,100.0,97.5,100.0,97.5,100.0
Afu2g04470,95.7,95.7,100.0,99.4,95.7,99.4,100.0,95.7,100.0,100.0,99.4,99.4,100.0,95.7,99.4,99.4,99.4,95.7,100.0,99.4,99.4,99.4,95.7,95.7,99.0,99.4,95.7,95.7,99.4,99.0,95.7,95.7,99.0,99.0,99.0,99.0,95.7,99.4,95.7,95.7,95.7,100.0,99.4,99.4,99.4,95.7,99.4,99.4
Afu2g04480,99.1,98.8,100.0,99.5,99.1,99.7,100.0,99.2,99.5,100.0,99.5,99.7,99.7,99.2,99.7,99.5,99.4,98.8,97.7,99.7,99.7,99.7,99.2,99.1,97.6,99.5,99.1,98.8,99.7,97.6,99.1,99.1,97.6,97.6,97.6,97.6,99.1,99.4,99.7,98.8,99.2,100.0,99.7,99.4,99.7,99.7,99.4,99.1
Afu2g04490,96.1,92.0,100.0,95.7,100.0,96.1,100.0,95.7,100.0,100.0,91.8,100.0,100.0,92.0,92.0,91.3,92.0,92.0,89.9,92.0,100.0,92.0,92.0,96.1,96.1,96.1,96.1,96.1,96.1,95.9,96.1,96.1,95.9,95.7,96.1,91.8,96.1,96.1,92.0,92.0,96.1,92.0,92.0,96.1,96.1,96.1,100.0,95.9
Afu2g04510,96.7,96.7,90.7,91.7,0.0,95.9,0.0,99.5,0.0,0.0,99.4,0.0,98.2,92.9,91.0,0.0,99.3,99.4,77.0,95.9,0.0,94.8,96.0,96.7,94.0,96.7,96.0,95.6,95.4,94.0,95.6,96.0,94.1,95.2,94.0,94.9,96.7,94.6,95.6,95.9,96.7,96.9,96.7,94.6,96.3,96.7,96.7,95.9
Afu2g04520,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu2g04533,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,0.0,100.0,99.4,100.0,99.4,100.0,100.0,99.4,99.4,98.9,99.4,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0
Afu2g04535,99.8,99.8,100.0,99.8,99.8,99.8,99.7,99.8,99.8,99.6,99.8,99.6,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.4,99.8,99.8,99.8,99.8,99.4,99.8,99.8,99.4,99.4,99.4,99.4,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6
Afu2g04540,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,0.0
Afu2g04550,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04560,99.7,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,99.7,99.7,100.0,100.0,0.0,100.0,100.0,100.0,100.0,98.9,100.0,100.0,0.0,98.8,98.9,0.0,100.0,99.7,100.0,100.0,100.0,92.9,100.0,99.7,99.7,100.0,100.0,99.7
Afu2g04570,97.6,97.6,97.6,97.6,97.3,97.3,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.3,97.6,97.6,97.6,97.6,97.3,97.3,97.3,97.6,97.6,97.1,97.6,97.6,97.6,97.6,97.1,97.6,97.6,97.1,97.1,97.1,97.1,97.6,97.3,97.6,97.6,97.6,97.6,97.6,97.3,97.3,97.6,97.6,97.3
Afu2g04590,99.7,99.7,100.0,100.0,99.7,100.0,99.7,99.7,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,99.7,99.4,100.0,100.0,100.0,99.7,99.7,99.4,100.0,99.7,99.7,99.7,99.2,99.7,99.7,99.4,99.4,99.4,99.2,99.7,100.0,100.0,99.7,99.7,100.0,100.0,100.0,99.7,99.7,100.0,100.0
Afu2g04600,99.8,99.6,100.0,99.8,99.8,94.7,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.8,94.7,99.8,99.8,99.8,99.2,94.7,94.7,94.7,99.8,99.8,99.0,99.8,99.8,99.8,99.8,98.8,99.8,99.8,99.0,99.0,99.0,98.8,99.8,94.7,99.8,99.6,99.8,100.0,99.8,99.8,99.8,99.8,99.8,94.7
Afu2g04610,100.0,100.0,100.0,99.5,99.5,100.0,90.8,100.0,99.5,90.8,99.5,99.5,100.0,100.0,100.0,99.5,99.5,100.0,100.0,100.0,90.8,100.0,100.0,90.8,100.0,99.5,90.8,90.8,90.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.8,99.5,90.8,100.0,90.8,99.5,90.3,99.5,100.0,90.3,100.0
Afu2g04620,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04630,99.9,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,99.9,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04650,99.5,99.4,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.4,99.5,99.5,99.5,99.4,99.5,99.5,99.5,99.5,99.4,99.4,99.5,99.5,99.4,99.5,99.5,99.5,99.4,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.4,99.5,99.5
Afu2g04670,100.0,100.0,100.0,99.3,100.0,100.0,100.0,100.0,100.0,99.3,99.3,99.3,100.0,100.0,100.0,99.3,99.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2,99.3,100.0,100.0,100.0,95.2,100.0,100.0,95.2,95.2,95.2,95.2,100.0,100.0,100.0,100.0,100.0,100.0,99.3,98.7,98.7,100.0,99.3,100.0
Afu2g04680,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.3,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.5,99.5,99.5,99.5,99.8,99.8,99.8,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8
Afu2g04690,99.6,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,100.0,99.8,99.4,99.8,99.8,99.8,99.8
Afu2g04700,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.8,99.7,99.8,99.7,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,99.8,99.9,100.0,99.9
Afu2g04710,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3
Afu2g04720,99.9,99.9,100.0,99.9,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.9,99.9,99.9,99.9,99.9,99.8,99.8,99.9,99.8,99.9,99.9,99.5,99.9,99.9,99.9,99.8,99.5,99.9,99.9,99.5,99.5,99.5,99.5,99.9,99.9,99.9,99.9,99.9,100.0,99.9,99.8,99.5,99.9,99.9,99.9
Afu2g04740,99.7,99.9,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.0,99.9,99.9,99.9,99.9,99.7,99.9,99.9,99.9,94.2,99.9,99.9,94.0,99.9,99.9,99.9,99.0,94.0,99.9,99.9,94.0,94.0,94.0,94.0,99.9,94.2,99.9,99.9,99.9,99.9,99.9,99.9,94.2,99.9,99.9,99.0
Afu2g04750,99.8,99.8,100.0,99.7,100.0,100.0,0.0,99.7,100.0,100.0,99.7,99.7,99.8,99.8,100.0,99.7,99.7,99.8,100.0,100.0,100.0,99.4,100.0,99.8,97.7,99.7,100.0,99.8,99.8,97.7,99.8,99.8,97.7,97.7,97.7,97.7,99.8,99.5,100.0,99.8,99.7,99.7,100.0,100.0,99.5,99.8,99.7,100.0
Afu2g04760,98.8,98.8,99.0,98.9,98.7,97.8,98.8,98.9,98.9,98.9,98.9,98.9,98.9,98.8,97.8,98.9,98.9,98.9,98.8,98.7,97.8,97.8,98.8,98.8,97.7,98.9,98.8,98.9,98.9,97.8,98.9,98.9,97.7,97.7,97.7,97.8,98.9,97.8,98.9,98.9,98.8,98.9,98.9,98.7,98.8,98.9,98.9,98.9
Afu2g04770,96.7,96.5,96.7,96.7,96.7,96.5,96.5,96.5,96.7,96.6,96.7,96.7,96.5,96.5,96.2,96.7,96.7,96.7,96.7,96.7,96.2,96.2,96.7,96.5,96.2,96.7,96.7,96.5,96.5,96.2,96.5,96.5,96.1,96.2,96.1,96.2,96.5,96.2,96.7,96.7,96.5,96.6,96.7,96.7,96.7,96.4,96.7,96.6
Afu2g04780,99.7,99.7,100.0,99.7,99.7,99.4,99.6,99.6,99.7,99.7,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.6,99.7,99.7,99.4,99.2,99.7,99.7,97.2,99.6,99.7,99.7,99.7,97.4,99.7,99.7,97.4,97.2,97.4,97.4,99.7,99.2,99.7,99.7,99.7,99.9,99.7,99.6,99.4,99.7,99.7,99.4
Afu2g04790,99.8,99.9,100.0,99.9,99.3,99.3,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.3,99.9,99.9,99.8,99.8,99.3,99.3,99.3,99.9,99.9,99.0,99.9,99.9,99.9,99.9,99.1,99.9,99.9,99.1,99.1,99.1,99.1,99.9,99.3,99.9,99.8,99.9,99.9,99.9,99.3,99.3,99.9,99.9,99.9
Afu2g04800,100.0,100.0,100.0,100.0,98.5,98.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.5,100.0,100.0,100.0,100.0,98.5,98.5,98.5,100.0,100.0,98.5,100.0,100.0,100.0,100.0,98.5,100.0,100.0,98.5,98.5,98.5,98.5,100.0,98.5,100.0,100.0,100.0,100.0,100.0,98.5,98.5,100.0,100.0,100.0
Afu2g04820,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,99.7,99.7,100.0,100.0,99.9,100.0,100.0,100.0,100.0,99.9,100.0,100.0,99.9,99.9,99.9,99.9,100.0,99.7,100.0,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,98.7
Afu2g04830,99.7,99.8,100.0,99.7,98.7,98.7,99.8,99.8,99.7,99.7,99.7,99.7,99.8,99.8,98.7,99.7,99.7,99.8,99.8,98.7,98.7,98.7,99.7,99.8,98.5,99.7,99.7,99.8,99.8,98.5,99.8,99.8,98.5,98.5,98.5,98.5,99.8,98.7,99.7,99.8,99.8,100.0,99.7,98.7,98.7,99.8,99.7,100.0
Afu2g04840,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu2g04850,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,98.5,0.0,0.0,0.0,0.0,98.5,0.0,0.0,98.5,0.0,98.5,98.5,0.0,0.0,99.5,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,99.8
Afu2g04860,99.8,99.8,99.9,99.9,99.2,99.2,99.8,99.8,99.8,99.9,99.8,99.8,99.8,99.8,99.3,99.8,99.8,99.8,99.8,99.2,99.2,99.2,99.9,99.8,98.8,99.8,99.8,99.8,99.8,98.8,99.8,99.8,98.8,98.7,98.8,98.8,99.8,99.2,99.9,99.8,99.9,99.9,99.8,99.2,99.2,99.8,99.8,99.8
Afu2g04870,80.1,80.1,80.1,87.1,79.1,86.8,80.1,80.1,87.1,87.1,87.1,79.9,87.4,80.1,86.8,87.1,87.1,80.1,80.1,79.5,79.8,79.8,87.4,80.1,87.1,87.1,80.1,80.1,80.1,87.1,79.9,80.1,87.1,79.6,87.1,87.1,80.1,79.8,87.1,80.1,87.4,80.1,87.1,79.8,79.8,87.4,79.9,87.4
Afu2g04880,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04890,97.5,97.5,97.5,100.0,97.5,100.0,97.5,97.5,100.0,100.0,100.0,97.5,100.0,97.5,100.0,100.0,100.0,97.5,97.5,97.5,97.5,97.5,100.0,97.5,100.0,100.0,97.5,97.5,97.5,100.0,97.5,97.5,100.0,97.3,100.0,100.0,97.5,97.5,100.0,97.5,100.0,97.2,100.0,97.2,97.5,100.0,97.5,99.7
Afu2g04900,99.7,99.7,100.0,99.9,99.6,99.6,99.7,99.7,99.9,99.9,99.9,99.9,99.7,99.7,99.6,99.9,99.9,99.9,99.7,99.6,99.6,99.6,99.7,99.7,99.1,99.9,99.7,99.7,99.7,99.2,99.7,99.7,99.2,99.2,99.2,99.2,99.7,96.9,99.9,99.7,99.7,99.9,99.9,99.6,99.6,99.6,99.9,99.9
